image_name,fruit,stage,fruit_id,ripeness_id,days_remaining,relative_path
422.jpg,mango,unripe,2,0,6.99,mango\Unripe\422.jpg
503.jpg,banana,rotten,1,2,-2.04,banana\Rotten\503.jpg
614.jpg,orange,rotten,3,2,0.29,orange\Rotten\614.jpg
106.jpg,banana,rotten,1,2,-1.73,banana\Rotten\106.jpg
149.jpg,mango,unripe,2,0,7.24,mango\Unripe\149.jpg
63.jpg,papaya,rotten,4,2,0.47,papaya\Rotten\63.jpg
300.jpg,mango,rotten,2,2,0.16,mango\Rotten\300.jpg
25.jpg,pineapple,fresh,5,1,2.84,pineapple\Fresh\25.jpg
660.jpg,papaya,fresh,4,1,1.86,papaya\Fresh\660.jpg
27.jpg,papaya,unripe,4,0,5.23,papaya\Unripe\27.jpg
512.jpg,orange,rotten,3,2,-1.89,orange\Rotten\512.jpg
115.jpg,mango,fresh,2,1,2.72,mango\Fresh\115.jpg
217.jpg,pineapple,unripe,5,0,6.35,pineapple\Unripe\217.jpg
530.jpg,mango,unripe,2,0,6.55,mango\Unripe\530.jpg
473.jpg,apple,fresh,0,1,5.16,apple\Fresh\473.jpg
18.jpg,papaya,rotten,4,2,-2.22,papaya\Rotten\18.jpg
178.jpg,pineapple,unripe,5,0,6.29,pineapple\Unripe\178.jpg
632.jpg,pineapple,fresh,5,1,2.77,pineapple\Fresh\632.jpg
215.jpg,banana,unripe,1,0,6.04,banana\Unripe\215.jpg
0.jpg,apple,unripe,0,0,10.13,apple\Unripe\0.jpg
175.jpg,apple,unripe,0,0,10.13,apple\Unripe\175.jpg
563.jpg,mango,fresh,2,1,3.06,mango\Fresh\563.jpg
62.jpg,papaya,fresh,4,1,1.76,papaya\Fresh\62.jpg
479.jpg,banana,rotten,1,2,0.64,banana\Rotten\479.jpg
27.jpg,apple,unripe,0,0,9.82,apple\Unripe\27.jpg
95.jpg,pineapple,rotten,5,2,0.39,pineapple\Rotten\95.jpg
665.jpg,papaya,fresh,4,1,2.16,papaya\Fresh\665.jpg
534.jpg,banana,fresh,1,1,3.22,banana\Fresh\534.jpg
52.jpg,apple,unripe,0,0,9.76,apple\Unripe\52.jpg
458.jpg,banana,unripe,1,0,6.08,banana\Unripe\458.jpg
121.jpg,papaya,fresh,4,1,1.87,papaya\Fresh\121.jpg
372.jpg,pineapple,rotten,5,2,0.73,pineapple\Rotten\372.jpg
44.jpg,pineapple,unripe,5,0,5.57,pineapple\Unripe\44.jpg
126.jpg,apple,unripe,0,0,9.74,apple\Unripe\126.jpg
537.jpg,mango,fresh,2,1,3.13,mango\Fresh\537.jpg
664.jpg,apple,rotten,0,2,0.74,apple\Rotten\664.jpg
626.jpg,papaya,rotten,4,2,-2.24,papaya\Rotten\626.jpg
321.jpg,mango,fresh,2,1,3.06,mango\Fresh\321.jpg
681.jpg,pineapple,rotten,5,2,0.48,pineapple\Rotten\681.jpg
514.jpg,mango,unripe,2,0,7.11,mango\Unripe\514.jpg
373.jpg,papaya,fresh,4,1,1.85,papaya\Fresh\373.jpg
140.jpg,banana,fresh,1,1,2.73,banana\Fresh\140.jpg
208.jpg,apple,rotten,0,2,0.57,apple\Rotten\208.jpg
220.jpg,banana,rotten,1,2,0.62,banana\Rotten\220.jpg
357.jpg,papaya,rotten,4,2,0.58,papaya\Rotten\357.jpg
338.jpg,orange,rotten,3,2,0.44,orange\Rotten\338.jpg
455.jpg,papaya,unripe,4,0,4.67,papaya\Unripe\455.jpg
469.jpg,papaya,fresh,4,1,2.17,papaya\Fresh\469.jpg
190.jpg,mango,fresh,2,1,2.89,mango\Fresh\190.jpg
516.jpg,orange,unripe,3,0,8.28,orange\Unripe\516.jpg
205.jpg,banana,rotten,1,2,0.51,banana\Rotten\205.jpg
446.jpg,apple,unripe,0,0,9.95,apple\Unripe\446.jpg
99.jpg,orange,unripe,3,0,7.57,orange\Unripe\99.jpg
322.jpg,pineapple,rotten,5,2,-1.98,pineapple\Rotten\322.jpg
83.jpg,papaya,fresh,4,1,1.84,papaya\Fresh\83.jpg
409.jpg,orange,fresh,3,1,5.04,orange\Fresh\409.jpg
197.jpg,mango,unripe,2,0,7.4,mango\Unripe\197.jpg
608.jpg,mango,unripe,2,0,6.72,mango\Unripe\608.jpg
39.jpg,banana,fresh,1,1,2.9,banana\Fresh\39.jpg
452.jpg,mango,fresh,2,1,2.92,mango\Fresh\452.jpg
332.jpg,orange,fresh,3,1,5.09,orange\Fresh\332.jpg
237.jpg,banana,unripe,1,0,5.84,banana\Unripe\237.jpg
216.jpg,pineapple,fresh,5,1,2.93,pineapple\Fresh\216.jpg
318.jpg,apple,rotten,0,2,0.57,apple\Rotten\318.jpg
292.jpg,banana,unripe,1,0,5.61,banana\Unripe\292.jpg
168.jpg,apple,unripe,0,0,10.25,apple\Unripe\168.jpg
101.jpg,orange,unripe,3,0,7.63,orange\Unripe\101.jpg
601.jpg,mango,unripe,2,0,6.52,mango\Unripe\601.jpg
400.jpg,pineapple,unripe,5,0,5.55,pineapple\Unripe\400.jpg
289.jpg,mango,fresh,2,1,3.03,mango\Fresh\289.jpg
35.jpg,pineapple,fresh,5,1,3.13,pineapple\Fresh\35.jpg
81.jpg,banana,unripe,1,0,6.09,banana\Unripe\81.jpg
71.jpg,pineapple,fresh,5,1,3.08,pineapple\Fresh\71.jpg
13.jpg,mango,fresh,2,1,3.21,mango\Fresh\13.jpg
597.jpg,pineapple,rotten,5,2,0.25,pineapple\Rotten\597.jpg
278.jpg,mango,rotten,2,2,0.15,mango\Rotten\278.jpg
326.jpg,pineapple,unripe,5,0,6.38,pineapple\Unripe\326.jpg
433.jpg,apple,fresh,0,1,4.76,apple\Fresh\433.jpg
220.jpg,orange,fresh,3,1,5.0,orange\Fresh\220.jpg
195.jpg,apple,fresh,0,1,4.99,apple\Fresh\195.jpg
409.jpg,apple,unripe,0,0,10.48,apple\Unripe\409.jpg
631.jpg,orange,rotten,3,2,0.37,orange\Rotten\631.jpg
182.jpg,orange,rotten,3,2,0.23,orange\Rotten\182.jpg
112.jpg,pineapple,rotten,5,2,0.3,pineapple\Rotten\112.jpg
44.jpg,mango,rotten,2,2,0.4,mango\Rotten\44.jpg
556.jpg,orange,rotten,3,2,-2.05,orange\Rotten\556.jpg
56.jpg,pineapple,unripe,5,0,5.58,pineapple\Unripe\56.jpg
34.jpg,pineapple,fresh,5,1,3.08,pineapple\Fresh\34.jpg
14.jpg,papaya,rotten,4,2,0.7,papaya\Rotten\14.jpg
599.jpg,pineapple,fresh,5,1,2.76,pineapple\Fresh\599.jpg
328.jpg,pineapple,unripe,5,0,6.36,pineapple\Unripe\328.jpg
649.jpg,banana,rotten,1,2,0.53,banana\Rotten\649.jpg
531.jpg,mango,unripe,2,0,6.54,mango\Unripe\531.jpg
437.jpg,mango,fresh,2,1,2.81,mango\Fresh\437.jpg
8.jpg,orange,fresh,3,1,5.17,orange\Fresh\8.jpg
224.jpg,papaya,rotten,4,2,0.37,papaya\Rotten\224.jpg
255.jpg,pineapple,rotten,5,2,0.72,pineapple\Rotten\255.jpg
311.jpg,pineapple,rotten,5,2,0.04,pineapple\Rotten\311.jpg
343.jpg,pineapple,unripe,5,0,5.83,pineapple\Unripe\343.jpg
490.jpg,orange,fresh,3,1,5.27,orange\Fresh\490.jpg
9.jpg,banana,fresh,1,1,2.88,banana\Fresh\9.jpg
158.jpg,pineapple,rotten,5,2,-1.98,pineapple\Rotten\158.jpg
187.jpg,pineapple,unripe,5,0,5.72,pineapple\Unripe\187.jpg
46.jpg,banana,unripe,1,0,5.93,banana\Unripe\46.jpg
43.jpg,orange,fresh,3,1,5.07,orange\Fresh\43.jpg
122.jpg,banana,unripe,1,0,6.19,banana\Unripe\122.jpg
25.jpg,papaya,rotten,4,2,0.01,papaya\Rotten\25.jpg
472.jpg,mango,fresh,2,1,3.29,mango\Fresh\472.jpg
48.jpg,papaya,unripe,4,0,5.48,papaya\Unripe\48.jpg
122.jpg,papaya,fresh,4,1,2.17,papaya\Fresh\122.jpg
333.jpg,mango,fresh,2,1,3.04,mango\Fresh\333.jpg
90.jpg,banana,fresh,1,1,3.24,banana\Fresh\90.jpg
413.jpg,pineapple,rotten,5,2,0.33,pineapple\Rotten\413.jpg
276.jpg,pineapple,unripe,5,0,5.85,pineapple\Unripe\276.jpg
48.jpg,orange,rotten,3,2,0.16,orange\Rotten\48.jpg
126.jpg,orange,unripe,3,0,8.22,orange\Unripe\126.jpg
59.jpg,pineapple,fresh,5,1,2.89,pineapple\Fresh\59.jpg
235.jpg,apple,unripe,0,0,10.05,apple\Unripe\235.jpg
188.jpg,orange,rotten,3,2,0.12,orange\Rotten\188.jpg
441.jpg,mango,unripe,2,0,7.34,mango\Unripe\441.jpg
293.jpg,papaya,fresh,4,1,2.19,papaya\Fresh\293.jpg
406.jpg,pineapple,unripe,5,0,5.66,pineapple\Unripe\406.jpg
173.jpg,papaya,fresh,4,1,2.12,papaya\Fresh\173.jpg
2.jpg,mango,rotten,2,2,0.57,mango\Rotten\2.jpg
19.jpg,mango,unripe,2,0,7.16,mango\Unripe\19.jpg
465.jpg,banana,rotten,1,2,0.33,banana\Rotten\465.jpg
327.jpg,papaya,fresh,4,1,1.92,papaya\Fresh\327.jpg
176.jpg,orange,rotten,3,2,0.07,orange\Rotten\176.jpg
568.jpg,pineapple,rotten,5,2,0.7,pineapple\Rotten\568.jpg
94.jpg,banana,rotten,1,2,0.13,banana\Rotten\94.jpg
107.jpg,orange,unripe,3,0,7.8,orange\Unripe\107.jpg
185.jpg,pineapple,rotten,5,2,-1.8,pineapple\Rotten\185.jpg
301.jpg,banana,fresh,1,1,3.21,banana\Fresh\301.jpg
569.jpg,papaya,unripe,4,0,5.48,papaya\Unripe\569.jpg
185.jpg,pineapple,unripe,5,0,5.62,pineapple\Unripe\185.jpg
211.jpg,apple,rotten,0,2,0.12,apple\Rotten\211.jpg
171.jpg,orange,fresh,3,1,4.89,orange\Fresh\171.jpg
466.jpg,orange,fresh,3,1,5.02,orange\Fresh\466.jpg
340.jpg,apple,fresh,0,1,5.16,apple\Fresh\340.jpg
29.jpg,papaya,rotten,4,2,0.79,papaya\Rotten\29.jpg
617.jpg,orange,fresh,3,1,4.83,orange\Fresh\617.jpg
543.jpg,banana,fresh,1,1,3.22,banana\Fresh\543.jpg
144.jpg,orange,fresh,3,1,5.09,orange\Fresh\144.jpg
495.jpg,pineapple,unripe,5,0,6.37,pineapple\Unripe\495.jpg
14.jpg,apple,rotten,0,2,0.55,apple\Rotten\14.jpg
550.jpg,apple,rotten,0,2,0.67,apple\Rotten\550.jpg
372.jpg,banana,unripe,1,0,5.83,banana\Unripe\372.jpg
70.jpg,banana,fresh,1,1,3.04,banana\Fresh\70.jpg
380.jpg,papaya,unripe,4,0,4.51,papaya\Unripe\380.jpg
195.jpg,papaya,unripe,4,0,4.74,papaya\Unripe\195.jpg
327.jpg,apple,unripe,0,0,9.91,apple\Unripe\327.jpg
263.jpg,banana,fresh,1,1,3.08,banana\Fresh\263.jpg
319.jpg,banana,fresh,1,1,2.72,banana\Fresh\319.jpg
89.jpg,apple,fresh,0,1,5.25,apple\Fresh\89.jpg
286.jpg,apple,rotten,0,2,0.66,apple\Rotten\286.jpg
363.jpg,pineapple,rotten,5,2,0.17,pineapple\Rotten\363.jpg
612.jpg,papaya,rotten,4,2,0.48,papaya\Rotten\612.jpg
669.jpg,orange,rotten,3,2,0.36,orange\Rotten\669.jpg
181.jpg,apple,unripe,0,0,10.23,apple\Unripe\181.jpg
598.jpg,papaya,unripe,4,0,5.03,papaya\Unripe\598.jpg
479.jpg,banana,unripe,1,0,5.75,banana\Unripe\479.jpg
586.jpg,mango,rotten,2,2,0.33,mango\Rotten\586.jpg
123.jpg,mango,unripe,2,0,7.21,mango\Unripe\123.jpg
21.jpg,banana,rotten,1,2,0.73,banana\Rotten\21.jpg
413.jpg,orange,fresh,3,1,5.21,orange\Fresh\413.jpg
359.jpg,papaya,fresh,4,1,1.77,papaya\Fresh\359.jpg
568.jpg,mango,unripe,2,0,7.46,mango\Unripe\568.jpg
555.jpg,mango,unripe,2,0,6.63,mango\Unripe\555.jpg
305.jpg,apple,unripe,0,0,9.93,apple\Unripe\305.jpg
445.jpg,orange,fresh,3,1,5.21,orange\Fresh\445.jpg
82.jpg,orange,rotten,3,2,0.33,orange\Rotten\82.jpg
392.jpg,banana,fresh,1,1,2.88,banana\Fresh\392.jpg
172.jpg,orange,rotten,3,2,0.54,orange\Rotten\172.jpg
347.jpg,mango,unripe,2,0,6.7,mango\Unripe\347.jpg
103.jpg,apple,unripe,0,0,10.12,apple\Unripe\103.jpg
656.jpg,papaya,unripe,4,0,5.12,papaya\Unripe\656.jpg
328.jpg,orange,fresh,3,1,5.16,orange\Fresh\328.jpg
453.jpg,mango,fresh,2,1,3.17,mango\Fresh\453.jpg
580.jpg,mango,unripe,2,0,7.03,mango\Unripe\580.jpg
195.jpg,pineapple,fresh,5,1,2.73,pineapple\Fresh\195.jpg
48.jpg,banana,rotten,1,2,-1.9,banana\Rotten\48.jpg
158.jpg,apple,rotten,0,2,0.75,apple\Rotten\158.jpg
345.jpg,apple,fresh,0,1,5.0,apple\Fresh\345.jpg
602.jpg,mango,unripe,2,0,6.76,mango\Unripe\602.jpg
278.jpg,apple,unripe,0,0,9.98,apple\Unripe\278.jpg
325.jpg,papaya,fresh,4,1,1.71,papaya\Fresh\325.jpg
2.jpg,banana,rotten,1,2,0.27,banana\Rotten\2.jpg
168.jpg,papaya,fresh,4,1,1.97,papaya\Fresh\168.jpg
396.jpg,mango,unripe,2,0,7.05,mango\Unripe\396.jpg
247.jpg,papaya,unripe,4,0,5.24,papaya\Unripe\247.jpg
621.jpg,orange,rotten,3,2,0.54,orange\Rotten\621.jpg
507.jpg,mango,rotten,2,2,0.15,mango\Rotten\507.jpg
274.jpg,apple,rotten,0,2,-1.69,apple\Rotten\274.jpg
306.jpg,pineapple,rotten,5,2,0.3,pineapple\Rotten\306.jpg
108.jpg,orange,rotten,3,2,-1.61,orange\Rotten\108.jpg
97.jpg,papaya,unripe,4,0,4.9,papaya\Unripe\97.jpg
631.jpg,pineapple,fresh,5,1,3.03,pineapple\Fresh\631.jpg
561.jpg,papaya,fresh,4,1,2.3,papaya\Fresh\561.jpg
468.jpg,papaya,fresh,4,1,1.8,papaya\Fresh\468.jpg
442.jpg,orange,fresh,3,1,4.76,orange\Fresh\442.jpg
359.jpg,papaya,rotten,4,2,0.24,papaya\Rotten\359.jpg
393.jpg,pineapple,rotten,5,2,0.16,pineapple\Rotten\393.jpg
488.jpg,mango,rotten,2,2,0.38,mango\Rotten\488.jpg
426.jpg,orange,rotten,3,2,-1.02,orange\Rotten\426.jpg
39.jpg,pineapple,fresh,5,1,2.85,pineapple\Fresh\39.jpg
150.jpg,pineapple,unripe,5,0,6.13,pineapple\Unripe\150.jpg
273.jpg,mango,fresh,2,1,2.74,mango\Fresh\273.jpg
681.jpg,pineapple,unripe,5,0,5.92,pineapple\Unripe\681.jpg
47.jpg,pineapple,rotten,5,2,0.6,pineapple\Rotten\47.jpg
157.jpg,banana,unripe,1,0,6.44,banana\Unripe\157.jpg
633.jpg,pineapple,unripe,5,0,5.89,pineapple\Unripe\633.jpg
467.jpg,banana,unripe,1,0,6.45,banana\Unripe\467.jpg
601.jpg,banana,fresh,1,1,2.9,banana\Fresh\601.jpg
217.jpg,orange,unripe,3,0,7.96,orange\Unripe\217.jpg
576.jpg,apple,rotten,0,2,0.6,apple\Rotten\576.jpg
246.jpg,pineapple,unripe,5,0,6.2,pineapple\Unripe\246.jpg
64.jpg,banana,unripe,1,0,5.56,banana\Unripe\64.jpg
18.jpg,banana,fresh,1,1,2.84,banana\Fresh\18.jpg
338.jpg,pineapple,unripe,5,0,6.26,pineapple\Unripe\338.jpg
121.jpg,mango,fresh,2,1,3.15,mango\Fresh\121.jpg
490.jpg,banana,rotten,1,2,-1.59,banana\Rotten\490.jpg
594.jpg,orange,unripe,3,0,7.96,orange\Unripe\594.jpg
303.jpg,apple,fresh,0,1,4.91,apple\Fresh\303.jpg
175.jpg,banana,fresh,1,1,2.93,banana\Fresh\175.jpg
128.jpg,apple,fresh,0,1,4.87,apple\Fresh\128.jpg
94.jpg,pineapple,unripe,5,0,5.66,pineapple\Unripe\94.jpg
504.jpg,papaya,fresh,4,1,2.17,papaya\Fresh\504.jpg
604.jpg,papaya,unripe,4,0,4.87,papaya\Unripe\604.jpg
498.jpg,mango,fresh,2,1,3.11,mango\Fresh\498.jpg
618.jpg,pineapple,unripe,5,0,6.05,pineapple\Unripe\618.jpg
226.jpg,pineapple,unripe,5,0,6.39,pineapple\Unripe\226.jpg
217.jpg,mango,fresh,2,1,3.15,mango\Fresh\217.jpg
64.jpg,orange,rotten,3,2,-1.02,orange\Rotten\64.jpg
373.jpg,banana,unripe,1,0,5.66,banana\Unripe\373.jpg
472.jpg,pineapple,fresh,5,1,3.01,pineapple\Fresh\472.jpg
82.jpg,orange,fresh,3,1,4.73,orange\Fresh\82.jpg
509.jpg,orange,rotten,3,2,0.17,orange\Rotten\509.jpg
336.jpg,apple,fresh,0,1,5.04,apple\Fresh\336.jpg
622.jpg,apple,unripe,0,0,10.13,apple\Unripe\622.jpg
269.jpg,banana,unripe,1,0,5.92,banana\Unripe\269.jpg
187.jpg,mango,fresh,2,1,2.76,mango\Fresh\187.jpg
18.jpg,mango,fresh,2,1,2.85,mango\Fresh\18.jpg
352.jpg,banana,rotten,1,2,0.51,banana\Rotten\352.jpg
373.jpg,apple,rotten,0,2,0.06,apple\Rotten\373.jpg
7.jpg,orange,fresh,3,1,4.98,orange\Fresh\7.jpg
151.jpg,mango,unripe,2,0,7.48,mango\Unripe\151.jpg
461.jpg,orange,fresh,3,1,4.96,orange\Fresh\461.jpg
645.jpg,apple,unripe,0,0,10.2,apple\Unripe\645.jpg
269.jpg,mango,fresh,2,1,2.7,mango\Fresh\269.jpg
34.jpg,orange,fresh,3,1,5.14,orange\Fresh\34.jpg
181.jpg,apple,fresh,0,1,5.1,apple\Fresh\181.jpg
41.jpg,papaya,fresh,4,1,2.23,papaya\Fresh\41.jpg
55.jpg,papaya,rotten,4,2,0.22,papaya\Rotten\55.jpg
434.jpg,banana,unripe,1,0,5.56,banana\Unripe\434.jpg
420.jpg,banana,rotten,1,2,0.12,banana\Rotten\420.jpg
292.jpg,papaya,rotten,4,2,0.65,papaya\Rotten\292.jpg
432.jpg,orange,fresh,3,1,4.91,orange\Fresh\432.jpg
403.jpg,banana,fresh,1,1,3.29,banana\Fresh\403.jpg
300.jpg,papaya,rotten,4,2,0.65,papaya\Rotten\300.jpg
361.jpg,banana,fresh,1,1,2.9,banana\Fresh\361.jpg
541.jpg,mango,unripe,2,0,6.82,mango\Unripe\541.jpg
519.jpg,apple,unripe,0,0,10.22,apple\Unripe\519.jpg
198.jpg,papaya,rotten,4,2,0.13,papaya\Rotten\198.jpg
191.jpg,banana,fresh,1,1,2.78,banana\Fresh\191.jpg
302.jpg,pineapple,unripe,5,0,5.63,pineapple\Unripe\302.jpg
637.jpg,pineapple,rotten,5,2,0.56,pineapple\Rotten\637.jpg
20.jpg,orange,unripe,3,0,8.44,orange\Unripe\20.jpg
526.jpg,papaya,unripe,4,0,4.57,papaya\Unripe\526.jpg
599.jpg,pineapple,rotten,5,2,0.46,pineapple\Rotten\599.jpg
160.jpg,orange,unripe,3,0,7.54,orange\Unripe\160.jpg
208.jpg,apple,unripe,0,0,10.02,apple\Unripe\208.jpg
172.jpg,apple,fresh,0,1,4.77,apple\Fresh\172.jpg
9.jpg,apple,fresh,0,1,4.79,apple\Fresh\9.jpg
436.jpg,mango,unripe,2,0,6.54,mango\Unripe\436.jpg
80.jpg,mango,unripe,2,0,7.48,mango\Unripe\80.jpg
582.jpg,pineapple,unripe,5,0,5.88,pineapple\Unripe\582.jpg
630.jpg,pineapple,rotten,5,2,-1.63,pineapple\Rotten\630.jpg
531.jpg,banana,rotten,1,2,0.22,banana\Rotten\531.jpg
403.jpg,orange,unripe,3,0,7.51,orange\Unripe\403.jpg
290.jpg,apple,rotten,0,2,0.64,apple\Rotten\290.jpg
47.jpg,papaya,fresh,4,1,2.05,papaya\Fresh\47.jpg
216.jpg,apple,rotten,0,2,0.55,apple\Rotten\216.jpg
189.jpg,mango,unripe,2,0,6.82,mango\Unripe\189.jpg
460.jpg,pineapple,unripe,5,0,5.95,pineapple\Unripe\460.jpg
36.jpg,orange,rotten,3,2,0.17,orange\Rotten\36.jpg
104.jpg,banana,rotten,1,2,0.32,banana\Rotten\104.jpg
87.jpg,banana,fresh,1,1,2.83,banana\Fresh\87.jpg
95.jpg,pineapple,unripe,5,0,5.58,pineapple\Unripe\95.jpg
377.jpg,mango,fresh,2,1,2.74,mango\Fresh\377.jpg
545.jpg,apple,unripe,0,0,9.8,apple\Unripe\545.jpg
52.jpg,mango,unripe,2,0,6.52,mango\Unripe\52.jpg
544.jpg,papaya,fresh,4,1,2.25,papaya\Fresh\544.jpg
557.jpg,pineapple,fresh,5,1,3.01,pineapple\Fresh\557.jpg
363.jpg,pineapple,fresh,5,1,3.09,pineapple\Fresh\363.jpg
488.jpg,papaya,unripe,4,0,5.03,papaya\Unripe\488.jpg
51.jpg,apple,fresh,0,1,5.11,apple\Fresh\51.jpg
377.jpg,pineapple,fresh,5,1,3.15,pineapple\Fresh\377.jpg
481.jpg,mango,rotten,2,2,0.16,mango\Rotten\481.jpg
517.jpg,banana,unripe,1,0,6.17,banana\Unripe\517.jpg
263.jpg,apple,unripe,0,0,9.77,apple\Unripe\263.jpg
541.jpg,apple,unripe,0,0,10.45,apple\Unripe\541.jpg
480.jpg,pineapple,unripe,5,0,6.25,pineapple\Unripe\480.jpg
481.jpg,mango,unripe,2,0,6.78,mango\Unripe\481.jpg
398.jpg,papaya,unripe,4,0,4.72,papaya\Unripe\398.jpg
349.jpg,pineapple,fresh,5,1,3.25,pineapple\Fresh\349.jpg
69.jpg,papaya,rotten,4,2,-1.01,papaya\Rotten\69.jpg
363.jpg,orange,rotten,3,2,0.53,orange\Rotten\363.jpg
567.jpg,pineapple,rotten,5,2,0.09,pineapple\Rotten\567.jpg
605.jpg,orange,unripe,3,0,7.85,orange\Unripe\605.jpg
218.jpg,banana,fresh,1,1,2.97,banana\Fresh\218.jpg
559.jpg,mango,unripe,2,0,6.55,mango\Unripe\559.jpg
543.jpg,mango,fresh,2,1,2.75,mango\Fresh\543.jpg
286.jpg,mango,unripe,2,0,6.93,mango\Unripe\286.jpg
359.jpg,mango,unripe,2,0,7.11,mango\Unripe\359.jpg
484.jpg,papaya,fresh,4,1,1.77,papaya\Fresh\484.jpg
589.jpg,papaya,unripe,4,0,4.77,papaya\Unripe\589.jpg
51.jpg,orange,unripe,3,0,7.97,orange\Unripe\51.jpg
391.jpg,apple,unripe,0,0,10.12,apple\Unripe\391.jpg
160.jpg,apple,unripe,0,0,9.69,apple\Unripe\160.jpg
400.jpg,mango,fresh,2,1,3.03,mango\Fresh\400.jpg
260.jpg,orange,rotten,3,2,0.67,orange\Rotten\260.jpg
511.jpg,mango,fresh,2,1,2.74,mango\Fresh\511.jpg
28.jpg,mango,unripe,2,0,7.42,mango\Unripe\28.jpg
201.jpg,mango,unripe,2,0,7.32,mango\Unripe\201.jpg
32.jpg,banana,fresh,1,1,3.17,banana\Fresh\32.jpg
350.jpg,papaya,unripe,4,0,5.27,papaya\Unripe\350.jpg
505.jpg,apple,rotten,0,2,0.05,apple\Rotten\505.jpg
220.jpg,orange,rotten,3,2,0.68,orange\Rotten\220.jpg
581.jpg,apple,rotten,0,2,0.09,apple\Rotten\581.jpg
306.jpg,pineapple,unripe,5,0,5.64,pineapple\Unripe\306.jpg
128.jpg,orange,unripe,3,0,7.53,orange\Unripe\128.jpg
414.jpg,mango,fresh,2,1,3.19,mango\Fresh\414.jpg
235.jpg,pineapple,unripe,5,0,6.0,pineapple\Unripe\235.jpg
223.jpg,banana,unripe,1,0,6.43,banana\Unripe\223.jpg
142.jpg,orange,unripe,3,0,7.79,orange\Unripe\142.jpg
111.jpg,papaya,rotten,4,2,-1.35,papaya\Rotten\111.jpg
528.jpg,pineapple,fresh,5,1,3.27,pineapple\Fresh\528.jpg
460.jpg,apple,unripe,0,0,9.92,apple\Unripe\460.jpg
250.jpg,pineapple,fresh,5,1,3.25,pineapple\Fresh\250.jpg
588.jpg,pineapple,rotten,5,2,0.0,pineapple\Rotten\588.jpg
191.jpg,mango,unripe,2,0,6.92,mango\Unripe\191.jpg
478.jpg,banana,unripe,1,0,6.49,banana\Unripe\478.jpg
280.jpg,pineapple,rotten,5,2,0.18,pineapple\Rotten\280.jpg
178.jpg,papaya,rotten,4,2,-1.02,papaya\Rotten\178.jpg
266.jpg,pineapple,unripe,5,0,6.21,pineapple\Unripe\266.jpg
586.jpg,apple,unripe,0,0,10.35,apple\Unripe\586.jpg
128.jpg,mango,unripe,2,0,7.07,mango\Unripe\128.jpg
556.jpg,mango,unripe,2,0,6.59,mango\Unripe\556.jpg
150.jpg,papaya,fresh,4,1,2.01,papaya\Fresh\150.jpg
384.jpg,apple,unripe,0,0,9.54,apple\Unripe\384.jpg
524.jpg,apple,rotten,0,2,0.7,apple\Rotten\524.jpg
639.jpg,apple,unripe,0,0,9.76,apple\Unripe\639.jpg
491.jpg,banana,fresh,1,1,3.14,banana\Fresh\491.jpg
638.jpg,apple,unripe,0,0,9.9,apple\Unripe\638.jpg
378.jpg,pineapple,unripe,5,0,6.1,pineapple\Unripe\378.jpg
395.jpg,apple,fresh,0,1,5.01,apple\Fresh\395.jpg
335.jpg,pineapple,unripe,5,0,5.87,pineapple\Unripe\335.jpg
129.jpg,mango,fresh,2,1,3.27,mango\Fresh\129.jpg
477.jpg,pineapple,fresh,5,1,3.22,pineapple\Fresh\477.jpg
276.jpg,orange,unripe,3,0,8.25,orange\Unripe\276.jpg
105.jpg,pineapple,rotten,5,2,0.26,pineapple\Rotten\105.jpg
169.jpg,pineapple,rotten,5,2,0.71,pineapple\Rotten\169.jpg
204.jpg,papaya,fresh,4,1,1.97,papaya\Fresh\204.jpg
487.jpg,apple,fresh,0,1,5.21,apple\Fresh\487.jpg
535.jpg,mango,unripe,2,0,7.29,mango\Unripe\535.jpg
164.jpg,orange,unripe,3,0,7.82,orange\Unripe\164.jpg
80.jpg,apple,unripe,0,0,9.66,apple\Unripe\80.jpg
295.jpg,papaya,fresh,4,1,2.08,papaya\Fresh\295.jpg
72.jpg,papaya,rotten,4,2,0.67,papaya\Rotten\72.jpg
66.jpg,mango,rotten,2,2,0.38,mango\Rotten\66.jpg
144.jpg,apple,unripe,0,0,9.72,apple\Unripe\144.jpg
115.jpg,papaya,unripe,4,0,4.95,papaya\Unripe\115.jpg
133.jpg,pineapple,unripe,5,0,6.39,pineapple\Unripe\133.jpg
405.jpg,mango,fresh,2,1,2.86,mango\Fresh\405.jpg
329.jpg,mango,rotten,2,2,0.09,mango\Rotten\329.jpg
155.jpg,orange,fresh,3,1,4.83,orange\Fresh\155.jpg
106.jpg,papaya,unripe,4,0,5.11,papaya\Unripe\106.jpg
307.jpg,mango,unripe,2,0,6.9,mango\Unripe\307.jpg
36.jpg,orange,fresh,3,1,4.81,orange\Fresh\36.jpg
90.jpg,pineapple,fresh,5,1,3.19,pineapple\Fresh\90.jpg
600.jpg,papaya,unripe,4,0,5.11,papaya\Unripe\600.jpg
455.jpg,banana,fresh,1,1,3.11,banana\Fresh\455.jpg
113.jpg,banana,rotten,1,2,0.11,banana\Rotten\113.jpg
220.jpg,apple,unripe,0,0,9.89,apple\Unripe\220.jpg
442.jpg,pineapple,rotten,5,2,-1.89,pineapple\Rotten\442.jpg
690.jpg,pineapple,rotten,5,2,0.65,pineapple\Rotten\690.jpg
