image_name,fruit,stage,days_remaining
rotated_by_30_Screen Shot 2018-06-12 at 9.05.52 PM.png,banana,rotten,1
aug_0_6527.jpg,banana,unripe,6
aug_0_50.jpg,orange,unripe,8
rotated_by_60_Screen Shot 2018-06-12 at 9.41.30 PM.png,banana,fresh,3
rotated_by_15_Screen Shot 2018-06-13 at 12.13.51 AM.png,orange,fresh,4
saltandpepper_Screen Shot 2018-06-12 at 9.38.15 PM.png,banana,fresh,3
saltandpepper_Screen Shot 2018-06-12 at 8.59.02 PM.png,banana,rotten,1
rotated_by_15_Screen Shot 2018-06-12 at 9.52.50 PM.png,banana,fresh,3
58.jpg,papaya,ripe,3
aug_0_5832.jpg,orange,unripe,8
rotated_by_60_Screen Shot 2018-06-12 at 11.42.20 PM.png,orange,rotten,2
19.jpg,papaya,unripe,6
rotated_by_30_Screen Shot 2018-06-08 at 5.01.41 PM.png,apple,fresh,5
vertical_flip_Screen Shot 2018-06-08 at 2.52.57 PM.png,apple,rotten,2
aug_0_6304.jpg,apple,unripe,10
saltandpepper_Screen Shot 2018-06-12 at 9.48.39 PM.png,banana,fresh,3
saltandpepper_Screen Shot 2018-06-13 at 12.11.02 AM.png,orange,fresh,4
163.jpg,papaya,ripe,3
277.jpg,papaya,ripe,3
Screen Shot 2018-06-12 at 9.51.44 PM.png,banana,fresh,3
287.jpg,papaya,ripe,3
translation_Screen Shot 2018-06-12 at 11.56.02 PM.png,orange,fresh,4
rotated_by_15_Screen Shot 2018-06-12 at 11.52.21 PM.png,orange,fresh,4
vertical_flip_Screen Shot 2018-06-08 at 2.36.23 PM.png,apple,rotten,2
201.jpg,papaya,ripe,3
Screen Shot 2018-06-12 at 10.06.33 PM.png,banana,fresh,3
aug_0_643.jpg,apple,unripe,10
saltandpepper_Screen Shot 2018-06-08 at 5.15.39 PM.png,apple,fresh,5
aug_0_2410.jpg,banana,unripe,6
rotated_by_30_Screen Shot 2018-06-13 at 12.11.28 AM.png,orange,fresh,4
46.jpg,papaya,unripe,6
aug_0_9182.jpg,apple,unripe,10
rotated_by_15_Screen Shot 2018-06-08 at 2.50.14 PM.png,apple,rotten,2
vertical_flip_Screen Shot 2018-06-08 at 2.30.40 PM.png,apple,rotten,2
rotated_by_75_Screen Shot 2018-06-08 at 5.32.33 PM.png,apple,fresh,5
78.jpg,papaya,ripe,3
aug_0_4045.jpg,orange,unripe,8
308.jpg,papaya,unripe,6
Screen Shot 2018-06-07 at 2.16.41 PM.png,apple,rotten,2
aug_0_1463.jpg,banana,unripe,6
saltandpepper_Screen Shot 2018-06-07 at 2.38.49 PM.png,apple,rotten,2
rotated_by_45_Screen Shot 2018-06-08 at 5.16.49 PM.png,apple,fresh,5
178.jpg,papaya,ripe,3
Screen Shot 2018-06-12 at 9.08.22 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-12 at 9.52.26 PM.png,banana,fresh,3
rotated_by_60_Screen Shot 2018-06-12 at 11.19.56 PM.png,orange,rotten,2
aug_0_9659.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-12 at 11.22.47 PM.png,orange,rotten,2
aug_0_413.jpg,banana,unripe,6
357.jpg,papaya,ripe,3
vertical_flip_Screen Shot 2018-06-12 at 11.50.14 PM.png,orange,fresh,4
Screen Shot 2018-06-12 at 9.46.40 PM.png,banana,fresh,3
rotated_by_30_Screen Shot 2018-06-12 at 11.19.08 PM.png,orange,rotten,2
aug_0_4396.jpg,banana,unripe,6
Screen Shot 2018-06-12 at 11.46.04 PM.png,orange,rotten,2
aug_0_9768.jpg,apple,unripe,10
Screen Shot 2018-06-08 at 5.13.02 PM.png,apple,fresh,5
rotated_by_30_Screen Shot 2018-06-13 at 12.11.02 AM.png,orange,fresh,4
rotated_by_60_Screen Shot 2018-06-13 at 12.20.15 AM.png,orange,fresh,4
294.jpg,papaya,unripe,6
aug_0_2529.jpg,orange,unripe,8
rotated_by_60_Screen Shot 2018-06-08 at 5.23.51 PM.png,apple,fresh,5
saltandpepper_Screen Shot 2018-06-08 at 5.22.20 PM.png,apple,fresh,5
rotated_by_75_Screen Shot 2018-06-13 at 12.13.35 AM.png,orange,fresh,4
rotated_by_75_Screen Shot 2018-06-07 at 2.18.57 PM.png,apple,rotten,2
rotated_by_15_Screen Shot 2018-06-13 at 12.11.57 AM.png,orange,fresh,4
rotated_by_60_Screen Shot 2018-06-12 at 11.20.59 PM.png,orange,rotten,2
aug_0_4864.jpg,orange,unripe,8
translation_Screen Shot 2018-06-13 at 12.14.32 AM.png,orange,fresh,4
aug_0_1868.jpg,apple,unripe,10
saltandpepper_Screen Shot 2018-06-08 at 5.04.59 PM.png,apple,fresh,5
32.jpg,papaya,unripe,6
rotated_by_30_Screen Shot 2018-06-07 at 2.47.27 PM.png,apple,rotten,2
translation_Screen Shot 2018-06-12 at 9.50.12 PM.png,banana,fresh,3
vertical_flip_Screen Shot 2018-06-12 at 11.28.17 PM.png,orange,rotten,2
aug_0_1013.jpg,apple,unripe,10
rotated_by_15_Screen Shot 2018-06-07 at 2.53.57 PM.png,apple,rotten,2
aug_0_1006.jpg,apple,unripe,10
220.jpg,papaya,unripe,6
rotated_by_15_Screen Shot 2018-06-12 at 10.01.46 PM.png,banana,fresh,3
vertical_flip_Screen Shot 2018-06-12 at 9.12.37 PM.png,banana,rotten,1
aug_0_2851.jpg,apple,unripe,10
rotated_by_45_Screen Shot 2018-06-12 at 8.58.33 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-12 at 11.25.11 PM.png,orange,rotten,2
253.jpg,papaya,unripe,6
rotated_by_45_Screen Shot 2018-06-08 at 5.20.42 PM.png,apple,fresh,5
rotated_by_30_Screen Shot 2018-06-12 at 9.26.07 PM.png,banana,rotten,1
saltandpepper_Screen Shot 2018-06-12 at 9.42.09 PM.png,banana,fresh,3
rotated_by_60_Screen Shot 2018-06-08 at 5.14.20 PM.png,apple,fresh,5
168.jpg,papaya,unripe,6
rotated_by_30_Screen Shot 2018-06-07 at 3.06.30 PM.png,apple,rotten,2
rotated_by_45_Screen Shot 2018-06-12 at 10.02.24 PM.png,banana,fresh,3
15.jpg,papaya,ripe,3
rotated_by_75_Screen Shot 2018-06-12 at 9.09.29 PM.png,banana,rotten,1
57.jpg,papaya,unripe,6
aug_0_6962.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-12 at 9.53.46 PM.png,banana,fresh,3
rotated_by_75_Screen Shot 2018-06-08 at 5.24.19 PM.png,apple,fresh,5
175.jpg,papaya,unripe,6
rotated_by_45_Screen Shot 2018-06-12 at 11.30.35 PM.png,orange,rotten,2
171.jpg,papaya,ripe,3
aug_0_2823.jpg,orange,unripe,8
vertical_flip_Screen Shot 2018-06-13 at 12.15.27 AM.png,orange,fresh,4
rotated_by_75_Screen Shot 2018-06-08 at 5.03.47 PM.png,apple,fresh,5
saltandpepper_Screen Shot 2018-06-12 at 9.53.07 PM.png,banana,fresh,3
Screen Shot 2018-06-13 at 12.07.32 AM.png,orange,fresh,4
aug_0_6890.jpg,orange,unripe,8
rotated_by_75_Screen Shot 2018-06-12 at 11.27.46 PM.png,orange,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 9.12.27 PM.png,banana,rotten,1
aug_0_6789.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-08 at 5.15.21 PM.png,apple,fresh,5
aug_0_5827.jpg,orange,unripe,8
aug_0_4951.jpg,banana,unripe,6
Screen Shot 2018-06-12 at 11.27.26 PM.png,orange,rotten,2
rotated_by_75_Screen Shot 2018-06-07 at 2.59.52 PM.png,apple,rotten,2
rotated_by_75_Screen Shot 2018-06-08 at 5.21.35 PM.png,apple,fresh,5
rotated_by_45_Screen Shot 2018-06-13 at 12.04.12 AM.png,orange,fresh,4
aug_0_7855.jpg,banana,unripe,6
saltandpepper_Screen Shot 2018-06-12 at 11.19.01 PM.png,orange,rotten,2
translation_Screen Shot 2018-06-13 at 12.19.36 AM.png,orange,fresh,4
aug_0_675.jpg,orange,unripe,8
aug_0_1923.jpg,apple,unripe,10
rotated_by_60_Screen Shot 2018-06-12 at 9.16.28 PM.png,banana,rotten,1
aug_0_8376.jpg,orange,unripe,8
vertical_flip_Screen Shot 2018-06-12 at 9.19.12 PM.png,banana,rotten,1
239.jpg,papaya,ripe,3
aug_0_6643.jpg,orange,unripe,8
rotated_by_75_Screen Shot 2018-06-12 at 11.36.31 PM.png,orange,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 9.08.22 PM.png,banana,rotten,1
Screen Shot 2018-06-13 at 12.10.38 AM.png,orange,fresh,4
aug_0_134.jpg,apple,unripe,10
aug_0_1489.jpg,apple,unripe,10
aug_0_7798.jpg,orange,unripe,8
aug_0_9676.jpg,banana,unripe,6
aug_0_9921.jpg,apple,unripe,10
rotated_by_15_Screen Shot 2018-06-12 at 11.29.44 PM.png,orange,rotten,2
translation_Screen Shot 2018-06-12 at 10.08.01 PM.png,banana,fresh,3
184.jpg,papaya,ripe,3
rotated_by_75_Screen Shot 2018-06-12 at 11.21.48 PM.png,orange,rotten,2
aug_0_9922.jpg,orange,unripe,8
Screen Shot 2018-06-08 at 5.21.31 PM.png,apple,fresh,5
vertical_flip_Screen Shot 2018-06-13 at 12.08.09 AM.png,orange,fresh,4
aug_0_2018.jpg,orange,unripe,8
103.jpg,papaya,unripe,6
348.jpg,papaya,ripe,3
rotated_by_60_Screen Shot 2018-06-07 at 2.50.31 PM.png,apple,rotten,2
rotated_by_45_Screen Shot 2018-06-12 at 11.50.28 PM.png,orange,fresh,4
aug_0_9444.jpg,orange,unripe,8
rotated_by_45_Screen Shot 2018-06-12 at 8.58.57 PM.png,banana,rotten,1
vertical_flip_Screen Shot 2018-06-12 at 11.37.07 PM.png,orange,rotten,2
269.jpg,papaya,ripe,3
aug_0_833.jpg,orange,unripe,8
177.jpg,papaya,unripe,6
rotated_by_45_Screen Shot 2018-06-12 at 9.42.03 PM.png,banana,fresh,3
rotated_by_60_Screen Shot 2018-06-12 at 9.40.38 PM.png,banana,fresh,3
aug_0_9238.jpg,banana,unripe,6
182.jpg,papaya,unripe,6
aug_0_9706.jpg,banana,unripe,6
95.jpg,papaya,unripe,6
aug_0_1612.jpg,apple,unripe,10
aug_0_3211.jpg,banana,unripe,6
rotated_by_30_Screen Shot 2018-06-12 at 11.25.20 PM.png,orange,rotten,2
translation_Screen Shot 2018-06-12 at 11.22.36 PM.png,orange,rotten,2
vertical_flip_Screen Shot 2018-06-07 at 2.46.12 PM.png,apple,rotten,2
aug_0_7939.jpg,apple,unripe,10
aug_0_1059.jpg,apple,unripe,10
rotated_by_30_Screen Shot 2018-06-12 at 9.10.14 PM.png,banana,rotten,1
rotated_by_15_Screen Shot 2018-06-13 at 12.20.21 AM.png,orange,fresh,4
rotated_by_60_Screen Shot 2018-06-12 at 11.56.48 PM.png,orange,fresh,4
Screen Shot 2018-06-12 at 11.33.23 PM.png,orange,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 8.47.14 PM.png,banana,rotten,1
aug_0_9766.jpg,apple,unripe,10
aug_0_6590.jpg,banana,unripe,6
translation_Screen Shot 2018-06-12 at 11.55.42 PM.png,orange,fresh,4
rotated_by_45_Screen Shot 2018-06-12 at 8.57.04 PM.png,banana,rotten,1
aug_0_117.jpg,apple,unripe,10
rotated_by_30_Screen Shot 2018-06-12 at 9.53.51 PM.png,banana,fresh,3
122.jpg,papaya,ripe,3
rotated_by_15_Screen Shot 2018-06-08 at 5.15.21 PM.png,apple,fresh,5
rotated_by_15_Screen Shot 2018-06-12 at 11.32.41 PM.png,orange,rotten,2
aug_0_9672.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-08 at 5.08.46 PM.png,apple,fresh,5
rotated_by_45_Screen Shot 2018-06-08 at 5.33.18 PM.png,apple,fresh,5
vertical_flip_Screen Shot 2018-06-07 at 3.02.24 PM.png,apple,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 10.02.36 PM.png,banana,fresh,3
Screen Shot 2018-06-12 at 11.31.44 PM.png,orange,rotten,2
rotated_by_60_Screen Shot 2018-06-12 at 11.58.24 PM.png,orange,fresh,4
vertical_flip_Screen Shot 2018-06-12 at 9.57.17 PM.png,banana,fresh,3
aug_0_6553.jpg,banana,unripe,6
aug_0_919.jpg,orange,unripe,8
rotated_by_15_Screen Shot 2018-06-12 at 11.29.36 PM.png,orange,rotten,2
saltandpepper_Screen Shot 2018-06-07 at 3.04.24 PM.png,apple,rotten,2
rotated_by_75_Screen Shot 2018-06-08 at 2.24.31 PM.png,apple,rotten,2
Screen Shot 2018-06-08 at 2.38.54 PM.png,apple,rotten,2
rotated_by_60_Screen Shot 2018-06-12 at 11.58.11 PM.png,orange,fresh,4
rotated_by_75_Screen Shot 2018-06-08 at 5.19.28 PM.png,apple,fresh,5
rotated_by_45_Screen Shot 2018-06-13 at 12.09.43 AM.png,orange,fresh,4
rotated_by_60_Screen Shot 2018-06-12 at 9.47.32 PM.png,banana,fresh,3
aug_0_3506.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-08 at 5.15.34 PM.png,apple,fresh,5
rotated_by_45_Screen Shot 2018-06-12 at 11.26.07 PM.png,orange,rotten,2
Screen Shot 2018-06-13 at 12.18.52 AM.png,orange,fresh,4
47.jpg,papaya,ripe,3
aug_0_2777.jpg,orange,unripe,8
vertical_flip_Screen Shot 2018-06-12 at 11.35.55 PM.png,orange,rotten,2
aug_0_5356.jpg,banana,unripe,6
translation_Screen Shot 2018-06-13 at 12.15.27 AM.png,orange,fresh,4
aug_0_3424.jpg,apple,unripe,10
rotated_by_60_Screen Shot 2018-06-12 at 11.52.51 PM.png,orange,fresh,4
aug_0_972.jpg,orange,unripe,8
vertical_flip_Screen Shot 2018-06-12 at 9.08.26 PM.png,banana,rotten,1
saltandpepper_Screen Shot 2018-06-13 at 12.02.45 AM.png,orange,fresh,4
translation_Screen Shot 2018-06-08 at 5.11.59 PM.png,apple,fresh,5
saltandpepper_Screen Shot 2018-06-12 at 9.14.07 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-08 at 5.06.28 PM.png,apple,fresh,5
rotated_by_45_Screen Shot 2018-06-08 at 5.21.40 PM.png,apple,fresh,5
aug_0_2820.jpg,orange,unripe,8
rotated_by_15_Screen Shot 2018-06-12 at 11.21.54 PM.png,orange,rotten,2
translation_Screen Shot 2018-06-08 at 5.18.12 PM.png,apple,fresh,5
396.jpg,papaya,unripe,6
aug_0_6952.jpg,orange,unripe,8
rotated_by_15_Screen Shot 2018-06-08 at 5.23.07 PM.png,apple,fresh,5
Screen Shot 2018-06-07 at 2.57.05 PM.png,apple,rotten,2
Screen Shot 2018-06-08 at 2.26.14 PM.png,apple,rotten,2
35.jpg,papaya,ripe,3
aug_0_4272.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-12 at 9.12.17 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-12 at 9.47.32 PM.png,banana,fresh,3
rotated_by_60_Screen Shot 2018-06-12 at 8.54.07 PM.png,banana,rotten,1
rotated_by_75_Screen Shot 2018-06-12 at 11.21.54 PM.png,orange,rotten,2
321.jpg,papaya,unripe,6
rotated_by_45_Screen Shot 2018-06-13 at 12.04.01 AM.png,orange,fresh,4
aug_0_3296.jpg,apple,unripe,10
vertical_flip_Screen Shot 2018-06-12 at 11.50.33 PM.png,orange,fresh,4
292.jpg,papaya,unripe,6
30.jpg,papaya,ripe,3
aug_0_8412.jpg,apple,unripe,10
translation_Screen Shot 2018-06-12 at 11.39.19 PM.png,orange,rotten,2
aug_0_2438.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-08 at 5.28.15 PM.png,apple,fresh,5
vertical_flip_Screen Shot 2018-06-12 at 11.37.36 PM.png,orange,rotten,2
aug_0_4553.jpg,orange,unripe,8
aug_0_1717.jpg,apple,unripe,10
aug_0_738.jpg,orange,unripe,8
aug_0_7388.jpg,apple,unripe,10
aug_0_5299.jpg,orange,unripe,8
Screen Shot 2018-06-12 at 9.17.14 PM.png,banana,rotten,1
rotated_by_75_Screen Shot 2018-06-07 at 3.03.46 PM.png,apple,rotten,2
rotated_by_15_Screen Shot 2018-06-07 at 2.54.58 PM.png,apple,rotten,2
saltandpepper_Screen Shot 2018-06-08 at 5.15.09 PM.png,apple,fresh,5
rotated_by_60_Screen Shot 2018-06-08 at 5.19.15 PM.png,apple,fresh,5
vertical_flip_Screen Shot 2018-06-08 at 5.29.24 PM.png,apple,fresh,5
rotated_by_30_Screen Shot 2018-06-08 at 2.39.35 PM.png,apple,rotten,2
saltandpepper_Screen Shot 2018-06-12 at 11.23.19 PM.png,orange,rotten,2
Screen Shot 2018-06-07 at 3.04.58 PM.png,apple,rotten,2
aug_0_7578.jpg,orange,unripe,8
aug_0_6355.jpg,apple,unripe,10
359.jpg,papaya,unripe,6
aug_0_9610.jpg,banana,unripe,6
aug_0_9670.jpg,orange,unripe,8
376.jpg,papaya,unripe,6
vertical_flip_Screen Shot 2018-06-08 at 5.22.20 PM.png,apple,fresh,5
rotated_by_15_Screen Shot 2018-06-08 at 5.01.29 PM.png,apple,fresh,5
rotated_by_15_Screen Shot 2018-06-12 at 9.39.17 PM.png,banana,fresh,3
aug_0_2744.jpg,apple,unripe,10
rotated_by_15_Screen Shot 2018-06-12 at 11.50.33 PM.png,orange,fresh,4
aug_0_5583.jpg,banana,unripe,6
Screen Shot 2018-06-07 at 2.15.50 PM.png,apple,rotten,2
aug_0_6936.jpg,banana,unripe,6
rotated_by_15_Screen Shot 2018-06-08 at 2.25.43 PM.png,apple,rotten,2
rotated_by_60_Screen Shot 2018-06-12 at 9.40.43 PM.png,banana,fresh,3
aug_0_3743.jpg,orange,unripe,8
translation_Screen Shot 2018-06-07 at 2.39.35 PM.png,apple,rotten,2
vertical_flip_Screen Shot 2018-06-08 at 5.02.38 PM.png,apple,fresh,5
aug_0_4945.jpg,orange,unripe,8
saltandpepper_Screen Shot 2018-06-12 at 9.04.19 PM.png,banana,rotten,1
saltandpepper_Screen Shot 2018-06-12 at 9.45.15 PM.png,banana,fresh,3
vertical_flip_Screen Shot 2018-06-08 at 5.02.24 PM.png,apple,fresh,5
aug_0_4443.jpg,banana,unripe,6
266.jpg,papaya,unripe,6
aug_0_4837.jpg,banana,unripe,6
aug_0_7895.jpg,orange,unripe,8
rotated_by_15_Screen Shot 2018-06-12 at 9.41.30 PM.png,banana,fresh,3
vertical_flip_Screen Shot 2018-06-12 at 9.27.46 PM.png,banana,rotten,1
rotated_by_60_Screen Shot 2018-06-12 at 9.10.45 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-08 at 5.06.19 PM.png,apple,fresh,5
aug_0_5481.jpg,orange,unripe,8
rotated_by_75_Screen Shot 2018-06-07 at 2.40.55 PM.png,apple,rotten,2
rotated_by_60_Screen Shot 2018-06-12 at 11.58.02 PM.png,orange,fresh,4
vertical_flip_Screen Shot 2018-06-12 at 8.54.37 PM.png,banana,rotten,1
saltandpepper_Screen Shot 2018-06-12 at 9.45.34 PM.png,banana,fresh,3
aug_0_3704.jpg,banana,unripe,6
157.jpg,papaya,ripe,3
vertical_flip_Screen Shot 2018-06-07 at 3.06.51 PM.png,apple,rotten,2
aug_0_664.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-12 at 11.42.20 PM.png,orange,rotten,2
aug_0_749.jpg,apple,unripe,10
125.jpg,papaya,ripe,3
rotated_by_45_Screen Shot 2018-06-07 at 2.23.40 PM.png,apple,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 9.20.56 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-12 at 11.43.22 PM.png,orange,rotten,2
rotated_by_45_Screen Shot 2018-06-12 at 11.53.12 PM.png,orange,fresh,4
saltandpepper_Screen Shot 2018-06-08 at 4.59.44 PM.png,apple,fresh,5
translation_Screen Shot 2018-06-12 at 8.56.21 PM.png,banana,rotten,1
translation_Screen Shot 2018-06-13 at 12.01.58 AM.png,orange,fresh,4
vertical_flip_Screen Shot 2018-06-12 at 9.44.49 PM.png,banana,fresh,3
aug_0_2545.jpg,orange,unripe,8
rotated_by_60_Screen Shot 2018-06-12 at 9.22.19 PM.png,banana,rotten,1
248.jpg,papaya,unripe,6
rotated_by_30_Screen Shot 2018-06-12 at 9.20.07 PM.png,banana,rotten,1
Screen Shot 2018-06-08 at 5.20.42 PM.png,apple,fresh,5
saltandpepper_Screen Shot 2018-06-12 at 9.09.29 PM.png,banana,rotten,1
rotated_by_30_Screen Shot 2018-06-12 at 9.03.30 PM.png,banana,rotten,1
aug_0_7661.jpg,apple,unripe,10
saltandpepper_Screen Shot 2018-06-12 at 9.19.12 PM.png,banana,rotten,1
aug_0_9126.jpg,orange,unripe,8
aug_0_9634.jpg,banana,unripe,6
aug_0_8960.jpg,banana,unripe,6
rotated_by_60_Screen Shot 2018-06-08 at 5.15.21 PM.png,apple,fresh,5
vertical_flip_Screen Shot 2018-06-08 at 2.23.48 PM.png,apple,rotten,2
39.jpg,papaya,ripe,3
rotated_by_30_Screen Shot 2018-06-12 at 9.02.09 PM.png,banana,rotten,1
aug_0_51.jpg,banana,unripe,6
Screen Shot 2018-06-13 at 12.18.27 AM.png,orange,fresh,4
aug_0_352.jpg,orange,unripe,8
rotated_by_15_Screen Shot 2018-06-12 at 11.35.59 PM.png,orange,rotten,2
aug_0_949.jpg,apple,unripe,10
vertical_flip_Screen Shot 2018-06-12 at 8.50.47 PM.png,banana,rotten,1
77.jpg,papaya,unripe,6
vertical_flip_Screen Shot 2018-06-12 at 9.11.17 PM.png,banana,rotten,1
Screen Shot 2018-06-13 at 12.14.43 AM.png,orange,fresh,4
rotated_by_45_Screen Shot 2018-06-12 at 11.32.21 PM.png,orange,rotten,2
358.jpg,papaya,unripe,6
aug_0_329.jpg,orange,unripe,8
144.jpg,papaya,ripe,3
aug_0_6634.jpg,banana,unripe,6
363.jpg,papaya,unripe,6
saltandpepper_Screen Shot 2018-06-07 at 3.05.38 PM.png,apple,rotten,2
Screen Shot 2018-06-08 at 5.21.44 PM.png,apple,fresh,5
aug_0_9599.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-12 at 9.55.33 PM.png,banana,fresh,3
rotated_by_45_Screen Shot 2018-06-12 at 11.40.36 PM.png,orange,rotten,2
saltandpepper_Screen Shot 2018-06-12 at 9.53.57 PM.png,banana,fresh,3
aug_0_1707.jpg,banana,unripe,6
rotated_by_75_Screen Shot 2018-06-12 at 9.02.15 PM.png,banana,rotten,1
translation_Screen Shot 2018-06-13 at 12.13.58 AM.png,orange,fresh,4
aug_0_8176.jpg,orange,unripe,8
aug_0_1321.jpg,orange,unripe,8
rotated_by_45_Screen Shot 2018-06-12 at 9.39.47 PM.png,banana,fresh,3
aug_0_2881.jpg,apple,unripe,10
97.jpg,papaya,ripe,3
aug_0_4709.jpg,banana,unripe,6
aug_0_1704.jpg,orange,unripe,8
saltandpepper_Screen Shot 2018-06-08 at 2.47.03 PM.png,apple,rotten,2
rotated_by_30_Screen Shot 2018-06-12 at 9.28.09 PM.png,banana,rotten,1
aug_0_9664.jpg,banana,unripe,6
292.jpg,papaya,ripe,3
aug_0_2286.jpg,banana,unripe,6
rotated_by_60_Screen Shot 2018-06-12 at 9.47.27 PM.png,banana,fresh,3
translation_Screen Shot 2018-06-08 at 5.13.31 PM.png,apple,fresh,5
rotated_by_75_Screen Shot 2018-06-08 at 2.25.24 PM.png,apple,rotten,2
rotated_by_75_Screen Shot 2018-06-12 at 11.29.14 PM.png,orange,rotten,2
aug_0_867.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-08 at 2.42.22 PM.png,apple,rotten,2
aug_0_4881.jpg,apple,unripe,10
aug_0_8178.jpg,orange,unripe,8
rotated_by_15_Screen Shot 2018-06-13 at 12.10.04 AM.png,orange,fresh,4
rotated_by_30_Screen Shot 2018-06-07 at 2.54.41 PM.png,apple,rotten,2
rotated_by_45_Screen Shot 2018-06-08 at 5.06.47 PM.png,apple,fresh,5
92.jpg,papaya,unripe,6
aug_0_2070.jpg,banana,unripe,6
aug_0_3279.jpg,apple,unripe,10
272.jpg,papaya,unripe,6
rotated_by_15_Screen Shot 2018-06-12 at 11.18.28 PM.png,orange,rotten,2
rotated_by_75_Screen Shot 2018-06-12 at 11.23.46 PM.png,orange,rotten,2
aug_0_3712.jpg,banana,unripe,6
aug_0_3298.jpg,orange,unripe,8
74.jpg,papaya,unripe,6
rotated_by_60_Screen Shot 2018-06-12 at 11.29.26 PM.png,orange,rotten,2
aug_0_4458.jpg,orange,unripe,8
aug_0_5233.jpg,banana,unripe,6
translation_Screen Shot 2018-06-12 at 9.46.19 PM.png,banana,fresh,3
1.jpg,papaya,unripe,6
rotated_by_30_Screen Shot 2018-06-08 at 5.33.27 PM.png,apple,fresh,5
rotated_by_45_Screen Shot 2018-06-08 at 5.26.36 PM.png,apple,fresh,5
aug_0_4234.jpg,apple,unripe,10
vertical_flip_Screen Shot 2018-06-12 at 11.56.55 PM.png,orange,fresh,4
aug_0_3130.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-12 at 8.53.47 PM.png,banana,rotten,1
rotated_by_60_Screen Shot 2018-06-12 at 11.41.22 PM.png,orange,rotten,2
saltandpepper_Screen Shot 2018-06-07 at 2.34.49 PM.png,apple,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 11.53.33 PM.png,orange,fresh,4
aug_0_9925.jpg,apple,unripe,10
aug_0_7017.jpg,banana,unripe,6
rotated_by_60_Screen Shot 2018-06-12 at 11.36.06 PM.png,orange,rotten,2
aug_0_7147.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-08 at 5.17.42 PM.png,apple,fresh,5
rotated_by_75_Screen Shot 2018-06-08 at 5.06.10 PM.png,apple,fresh,5
rotated_by_75_Screen Shot 2018-06-12 at 9.16.53 PM.png,banana,rotten,1
saltandpepper_Screen Shot 2018-06-08 at 5.07.18 PM.png,apple,fresh,5
rotated_by_60_Screen Shot 2018-06-07 at 2.58.57 PM.png,apple,rotten,2
vertical_flip_Screen Shot 2018-06-12 at 11.37.25 PM.png,orange,rotten,2
vertical_flip_Screen Shot 2018-06-08 at 5.04.05 PM.png,apple,fresh,5
saltandpepper_Screen Shot 2018-06-08 at 2.28.07 PM.png,apple,rotten,2
289.jpg,papaya,unripe,6
309.jpg,papaya,ripe,3
saltandpepper_Screen Shot 2018-06-08 at 5.10.37 PM.png,apple,fresh,5
aug_0_5751.jpg,banana,unripe,6
90.jpg,papaya,ripe,3
142.jpg,papaya,ripe,3
aug_0_339.jpg,apple,unripe,10
Screen Shot 2018-06-07 at 2.54.58 PM.png,apple,rotten,2
41.jpg,papaya,unripe,6
vertical_flip_Screen Shot 2018-06-13 at 12.10.38 AM.png,orange,fresh,4
aug_0_8881.jpg,banana,unripe,6
rotated_by_45_Screen Shot 2018-06-13 at 12.03.44 AM.png,orange,fresh,4
vertical_flip_Screen Shot 2018-06-12 at 8.52.16 PM.png,banana,rotten,1
aug_0_6061.jpg,apple,unripe,10
rotated_by_75_Screen Shot 2018-06-08 at 5.24.35 PM.png,apple,fresh,5
302.jpg,papaya,unripe,6
rotated_by_75_Screen Shot 2018-06-12 at 9.04.15 PM.png,banana,rotten,1
aug_0_4333.jpg,apple,unripe,10
aug_0_9446.jpg,orange,unripe,8
Screen Shot 2018-06-12 at 9.01.21 PM.png,banana,rotten,1
rotated_by_60_Screen Shot 2018-06-12 at 9.06.21 PM.png,banana,rotten,1
aug_0_4981.jpg,banana,unripe,6
rotated_by_30_Screen Shot 2018-06-12 at 11.25.55 PM.png,orange,rotten,2
140.jpg,papaya,unripe,6
